X;Y;amenageur;operateur;enseigne;idstation;station;adstation;codeinsee;Xlongitude;Ylatitude;nbrepdc;idpdc;puissmax;typeprise;accesrecharge;accessibilité;observations;date_maj
4.4202587;44.0107393005323;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30334*002;FR*S30*P30334*002;;30334;4.4202587;44.0107393005323;2;;;type2,typee;Payant;24/7;node/6236336930;2020/03/04
4.4170591;44.0116662005323;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30334*003;FR*S30*P30334*003;;30334;4.4170591;44.0116662005323;2;;;type2,typee;Payant;24/7;node/5685167973;2020/03/04
3.6361735;44.0805584005298;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30339*001;FR*S30*P30339*001;;30339;3.6361735;44.0805584005298;2;;;type2,typee;Payant;24/7;node/6780858256;2020/03/04
4.5786394;44.0056810005325;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30340*001;FR*S30*P30340*001;;30340;4.5786394;44.0056810005325;2;;;type2,typee;Payant;24/7;node/6780420254;2020/03/04
4.2741671;43.69506010054;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30341*001;FR*S30*P30341*001;;30341;4.2741671;43.6950601005401;2;;;type2,typee;Payant;24/7;node/6594460358;2020/03/04
4.2695121;43.6880142005402;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30341*002;FR*S30*P30341*002;;30341;4.2695121;43.6880142005402;2;;;type2,typee;Payant;24/7;node/6577722102;2020/03/04
4.6476325;44.1998579005247;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30342*001;FR*S30*P30342*001;;30342;4.6476325;44.1998579005247;2;;;type2,typee;Payant;24/7;node/6780440444;2020/03/04
4.2171923;43.7397140005393;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30344*001;FR*S30*P30344*001;;30344;4.2171923;43.7397140005393;2;;;type2,typee;Payant;24/7;node/6780818994;2020/03/04
4.2234848;43.7421372005393;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30344*002;FR*S30*P30344*002;;30344;4.2234848;43.7421372005393;2;;;type2,typee;Payant;24/7;node/6780815126;2020/03/04
4.1383702;44.0506448005309;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30348*001;FR*S30*P30348*001;;30348;4.1383702;44.0506448005309;2;;;type2,typee;Payant;24/7;node/6780787371;2020/03/04
4.098168;43.8709036005365;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30349*001;FR*S30*P30349*001;;30349;4.098168;43.8709036005365;2;;;type2_combo,type2,chademo,typee;Payant;24/7;node/6002810802;2020/03/04
3.6066022;43.9931995005329;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30350*001;FR*S30*P30350*001;;30350;3.6066022;43.9931995005329;2;;;type2,typee;Payant;24/7;node/7041371323;2020/03/04
3.6080398;43.990348800533;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30350*002;FR*S30*P30350*002;;30350;3.6080398;43.990348800533;2;;;type2,typee;Payant;24/7;node/7041412991;2020/03/04
4.6140707;44.0816466005297;SMEG 30;Bouygues Énergies et Services;Révéo;FR*S30*P30355*001;FR*S30*P30355*001;;30355;4.6140707;44.0816466005297;2;;;type2,typee;Payant;24/7;node/6780461769;2020/03/04
2.4257918;48.7398466997568;SMOYS;Sodetrel;SMOYS;FR*SOD*S*SMOY*47*1*_*_;;;94077;2.4257918;48.7398466997568;1;;;type2,typee;Payant;24/7;node/6123700372;2020/03/01
2.3764688;48.6917376997688;SMOYS;Sodetrel;SMOYS;FR*SOD*S*SMOY*60*1*_*_;;;91326;2.3764688;48.6917376997688;1;;;type2,typee;Payant;24/7;node/7118045239;2020/04/04
2.3756874;48.6891026997694;SMOYS;Sodetrel;SMOYS;FR*SOD*S*SMOY*61*1*_*_;;;91326;2.3756874;48.6891026997694;1;;;type2,typee;Payant;24/7;node/7366292147;2020/04/18
2.2990588;48.6054573997901;SMOYS;Sodetrel;SMOYS;FR*SOD*S*SMOY*80*1*_*_;;;91103;2.2990588;48.6054573997901;1;;;type2,typee;Payant;24/7;node/7398560136;2020/04/18
5.9924626;43.423432800542;SODETREL;Sodetrel;SODETREL MOBILITE;FR*E04*P*OAZS*119*_*_*_;Aire de Cambarette Nord;;83023;5.9924626;43.423432800542;1;;50kW;type2_combo,type2,chademo;Payant;24/7;node/5542703078;2020/04/25
6.78594;43.5419689005417;SODETREL;Sodetrel;SODETREL MOBILITE;FR*E04*P*OAZS*33*_*_*_;Aire de l'Estérel;;83001;6.78594;43.5419689005417;1;;50kW;type2_combo,type2,chademo;Payant;24/7;node/5536483522;2020/04/09
5.9922588;43.421964800542;SODETREL;Sodetrel;SODETREL MOBILITE;FR*E04*P*OAZS*37*_*_*_;Aire des Terrasses de Provence Centre;;83023;5.9922588;43.421964800542;1;;50kW;type2_combo,type2,chademo;Payant;24/7;node/5542703079;2020/04/25
6.6709073;43.467078700542;SODETREL;Sodetrel;SODETREL MOBILITE;FR*E04*P*OAZS*67*_*_*_;Aire de Canaver;;83099;6.6709073;43.467078700542;1;;50kW;type2_combo,type2,chademo;Payant;24/7;node/5542703074;2020/04/09
0.1827388;46.3072262002922;SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B036;B036;;86082;0.1827388;46.3072262002923;2;;;type2,typee;Payant;24/7;node/7291841591;2020/03/13
0.1222949;46.4352527002698;SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B058;;;86139;0.1222949;46.4352527002698;2;;;type2,type3c,typee;Payant;24/7;node/5329334638;2020/03/20
0.1158574;46.4289405002709;SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B059;;;86139;0.1158574;46.428940500271;2;;;type2,type3c,typee;Payant;24/7;node/5329334637;2020/03/20
0.7662545;46.7384789002134;SOREGIES;SOREGIES;ALTERBASE86;FR*S86*PSORE*B079;B079;;86193;0.7662545;46.7384789002134;2;;;type2,typee;Payant;24/7;node/7288678466;2020/03/12
0.3714247;46.5690290002455;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B000;B000;;86194;0.3714247;46.5690290002455;2;;;type2,type3c,typee;Payant;;node/7291783992;2020/03/29
0.799671;46.2581722003006;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B001;B001;;86001;0.799671;46.2581722003006;2;;;type2,typee;Payant;24/7;node/6715285643;2020/03/09
0.1122893;46.9451582001724;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B003;B003;;86005;0.1122893;46.9451582001725;2;;;type2,typee;Payant;24/7;node/5503706248;2020/03/03
0.6523809;46.6731581002259;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B004;B004;;86009;0.6523809;46.6731581002259;2;;;type2,typee;Payant;24/7;node/7125135614;2020/03/02
0.0762132;46.6600308002284;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B006;B006;;86017;0.0762132;46.6600308002284;2;;;type2,typee;Payant;24/7;node/7291732634;2020/03/29
0.050699;46.5624489002467;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B007;B007;;86123;0.050699;46.5624489002467;2;;;type2,typee;Payant;24/7;node/5532145766;2020/03/02
0.3056878;46.5766582002441;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B008;B008;;86027;0.3056878;46.5766582002441;2;;;type2,type3c,typee;Payant;24/7;node/7291747869;2020/03/29
0.6026438;46.6073005002384;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B009;B009;;86031;0.6026438;46.6073005002384;2;;;type2,type3c,typee;Payant;24/7;node/7291754834;2020/03/29
0.6110971;46.3615506002828;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B011;B011;;86034;0.6110971;46.3615506002828;2;;;type2,type3c,typee;Payant;24/7;node/7291826079;2020/04/21
0.5357993;46.7733996002066;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B014;B014;;86046;0.5357993;46.7733996002066;2;;;type2,typee;Payant;24/7;node/4982267397;2020/03/02
-0.0036152;46.6611277002282;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B015;B015;;86050;-0.0036152;46.6611277002282;2;;;type2,type3c,typee;Payant;24/7;node/7291735165;2020/03/29
0.4069113;46.1429005003197;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B017;B017;;86061;0.4069113;46.1429005003198;2;;;type2,type3c,typee;Payant;24/7;node/7291869893;2020/04/21
0.4273294;46.2588703003005;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B018;B018;;86064;0.4273294;46.2588703003005;2;;;type2,type3c,typee;Payant;24/7;node/7291846391;2020/04/21
0.3121914;46.417583400273;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B019;B019;;86065;0.3121914;46.417583400273;2;;;type2,typee;Payant;24/7;node/6348130163;2020/03/02
0.6300505;46.5635052002465;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B025;B025;;86070;0.6300505;46.5635052002465;2;;;type2,type3c,typee;Payant;24/7;node/7291724432;2020/03/29
0.6549771;46.7276708002155;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B030;B030;;86072;0.6549771;46.7276708002155;2;;;type2,typee;Payant;24/7;node/7291711350;2020/03/29
0.1727584;46.8128996001989;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B031;B31;;86075;0.1727584;46.8128996001989;2;;;type2,typee;Payant;24/7;node/5557642879;2020/03/02
0.2287769;46.6455371002312;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B032;B032;;86076;0.2287769;46.6455371002312;2;;;type2,type3c,typee;Payant;24/7;node/7291711499;2020/03/29
0.6650301;46.4444386002682;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B033;B033;;86077;0.6650301;46.4444386002682;2;;;type2,typee;Payant;24/7;node/7294949226;2020/03/14
0.296295;46.1471074003191;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B034;B034;;86078;0.296295;46.1471074003191;2;;;type2,type3c,typee;Payant;24/7;node/7291871880;2020/04/21
0.1658266;46.4443166002682;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B035;B035;;86080;0.1658266;46.4443166002682;2;;;type2,type3c,typee;Payant;24/7;node/7291838396;2020/03/29
0.1849705;46.4845778002609;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B037;B037;;86083;0.1849705;46.484577800261;2;;;type2,type3c,typee;Payant;24/7;node/7291821839;2020/03/29
0.5232916;46.4784398002621;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B039;B039;;86099;0.5232916;46.4784398002621;2;;;type2,type3c,typee;Payant;24/7;node/7291789970;2020/03/29
0.2668149;46.5339587002519;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B040;B040;;86100;0.2668149;46.533958700252;2;;;type2,typee;Payant;24/7;node/6862427485;2020/03/02
0.4239627;46.439939500269;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B042;B042;;86105;0.4239627;46.439939500269;2;;;type2,type3c,typee;Payant;24/7;node/7291823489;2020/03/29
0.3154321;46.4852112002609;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B044;B044;;86113;0.3154321;46.4852112002609;2;;;type2,type3c,typee;Payant;24/7;node/7291808653;2020/03/29
0.4707284;46.226374400306;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B045;B045;;86119;0.4707284;46.226374400306;2;;;type2,typee;Payant;24/7;node/7291857902;2020/04/21
1.0428021;46.4669288002641;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B047;B047;;86273;1.0428021;46.4669288002641;2;;;type2,type3c,typee;Payant;24/7;node/7291861844;2020/04/21
0.1603206;46.7013955002205;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B049;B049;;86053;0.1603206;46.7013955002205;2;;;type2,type3c,typee;Payant;24/7;node/7291699643;2020/03/29
0.3694243;46.4797529002618;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B051;B051;;86209;0.3694243;46.4797529002618;2;;;type2,type3c,typee;Payant;24/7;node/7291785847;2020/03/29
0.0176048;47.0633649001481;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B052;B052;;86274;0.0176048;47.0633649001482;2;;;type2,type3c,typee;Payant;24/7;node/7285754315;2020/04/21
0.5977933;46.4357441002697;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B053;B053;;86131;0.5977933;46.4357441002697;2;;;type2,typee;Payant;24/7;node/4607634925;2020/03/02
0.332756;46.5191000002547;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B055;B055;;86133;0.332756;46.5191000002547;2;;;type2,type3c,typee;Payant;24/7;node/7291809450;2020/03/29
0.0827445;47.0102197001591;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B056;B056;;86137;0.0827445;47.0102197001592;2;;;type2,typee;Payant;24/7;node/7255568441;2020/03/01
0.0861351;47.00615270016;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B057;B057;;86137;0.0861351;47.00615270016;2;;;type2,typee;Payant;24/7;node/4736289411;2020/03/01
0.7251875;46.4022401002757;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B060;B060;;86140;0.7251875;46.4022401002757;2;;;type2,typee;Payant;24/7;node/4717431571;2020/03/02
0.2148568;46.4248008002717;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B062;B062;;86147;0.2148568;46.4248008002717;2;;;type2,type3c,typee;Payant;24/7;node/7291821842;2020/03/29
0.3409072;46.3961787002768;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B063;B063;;86148;0.3409072;46.3961787002768;2;;;type2,typee;Payant;24/7;node/7294949225;2020/03/14
0.0602538;46.9164535001782;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B064;B064;;86149;0.0602538;46.9164535001782;2;;;type2,type3c,typee;Payant;24/7;node/7276332960;2020/07/17
0.5166083;46.1727019003149;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B065;;;86152;0.5166083;46.1727019003149;2;;;type2,type3c,typee;Payant;24/7;node/7431249982;2020/04/21
0.4139161;46.5414183002506;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B066;B066;;86157;0.4139161;46.5414183002506;2;;;type2,typee;Payant;24/7;node/7294949227;2020/03/14
0.311039;46.6195954002361;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B067;B067;;86158;0.311039;46.6195954002361;2;;;type2,type3c,typee;Payant;24/7;node/7289068019;2020/03/29
0.6869947;46.189830000312;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B068;B068;;86159;0.6869947;46.1898300003121;2;;;type2,type3c,typee;Payant;24/7;node/7291862867;2020/04/21
-0.0199268;46.8810446001854;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B069;BO69 - B069;;86161;-0.0199268;46.8810446001854;2;;;type2,typee;Payant;24/7;node/6516851465;2020/07/08
0.8768953;46.4334587002701;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B070;B070;;86165;0.8768953;46.4334587002702;2;;;type2,type3c,typee;Payant;24/7;node/7291904807;2020/04/21
0.8801103;46.4313925002705;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B071;;;86165;0.8801103;46.4313925002705;2;;;type2,type3c,typee;Payant;24/7;node/7431276829;2020/04/21
-0.0235998;47.1085209001387;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B074;B074;;86169;-0.0235998;47.1085209001387;2;;;type2,typee;Payant;24/7;node/7291667528;2020/03/29
0.4882295;46.761242000209;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B076;B076;;86174;0.4882295;46.761242000209;2;;;type2,type3c,typee;Payant;24/7;node/7291684914;2020/03/29
0.5731018;46.1150607003243;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B080;;;86200;0.5731018;46.1150607003243;2;;;type2,type3c,typee;Payant;24/7;node/7431227523;2020/04/21
0.2298168;46.6103760002378;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B081;B081;;86204;0.2298168;46.6103760002378;2;;;type2,type3c,typee;Payant;24/7;node/7291756222;2020/03/29
0.0410336;46.4205964002724;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B083;B083;;86213;0.0410336;46.4205964002724;2;;;type2,type3c,typee;Payant;24/7;node/7291336165;2020/03/29
0.0917839;46.8409744001933;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B084;B084;;86225;0.0917839;46.8409744001933;2;;;type2,typee;Payant;24/7;node/4700867752;2020/03/14
-0.0436959;47.0712509001465;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B087;B087;;86229;-0.0436959;47.0712509001465;2;;;type2,typee;Payant;24/7;node/7285754316;2020/04/21
0.2333161;46.1174516003239;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B089;B089;;86231;0.2333161;46.1174516003239;2;;;type2,type3c,typee;Payant;24/7;node/7291857130;2020/04/21
0.3110932;46.1585302003172;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B095;B095;;86255;0.3110932;46.1585302003172;2;;;type2,type3c,typee;Payant;24/7;node/7291862744;2020/04/21
0.2843147;46.8697306001876;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B096;B096;;86257;0.2843147;46.8697306001876;2;;;type2,typee;Payant;24/7;node/7291666243;2020/03/29
0.4652152;46.5707150002452;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B098;B098;;86261;0.4652152;46.5707150002452;2;;;type2,type3c,typee;Payant;24/7;node/7291764128;2020/03/29
0.6346145;46.5088997002565;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B102;B102;;86233;0.6346145;46.5088997002566;2;;;type2,type3c,typee;Payant;24/7;node/7291789969;2020/03/29
0.9212694;46.5510360002488;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B105;B105;;86291;0.9212694;46.5510360002488;2;;;type2,type3c,typee;Payant;24/7;node/7291894128;2020/04/21
0.1656498;46.6392270002324;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B108;;;86294;0.1656498;46.6392270002324;2;;;type2,typee;Payant;24/7;node/6316998708;2020/03/02
0.18175;46.6453700002312;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B109;;;86294;0.18175;46.6453700002312;2;;;type2,typee;Payant;24/7;node/7598927728;2020/06/06
0.2723431;46.5705490002452;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B110;B110;;86297;0.2723431;46.5705490002452;2;;;type2,type3c,typee;Payant;24/7;node/7285302930;2020/03/29
0.4849763;46.7572215002098;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B112;B112;;86174;0.4849763;46.7572215002098;2;;;type2,type3c,typee;Payant;24/7;node/7291684913;2020/03/29
0.7052954;46.7595956002093;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B117;B117;;86125;0.7052954;46.7595956002093;2;;;type2,typee;Payant;24/7;node/7291703270;2020/03/27
0.495419;46.3286695002886;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B119;B119;;86248;0.495419;46.3286695002886;2;;;type2,typee;Payant;24/7;node/7291844932;2020/04/21
0.3765579;46.5569680002477;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B124;B124;;86157;0.3765579;46.5569680002477;2;;;type2,typee;Payant;24/7;node/7291784629;2020/03/29
0.3639102;46.6551891002294;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B125;B125;;86062;0.3639102;46.6551891002294;2;;;type2,typee;Payant;24/7;node/6650056954;2020/03/02
0.2583347;46.7173598002175;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B127;B127;;86048;0.2583347;46.7173598002175;2;;;type2,typee;Payant;24/7;node/7291721366;2020/03/29
0.811144;46.7863752002041;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B128;B128;;86207;0.811144;46.7863752002041;2;;;type2,typee;Payant;24/7;node/7291702536;2020/03/27
0.370762;46.571506800245;Sorégies;Sorégies;ALTERBASE86;FR*S86*PSORE*B137;B137;;86194;0.370762;46.571506800245;2;;;type2_combo,chademo;Payant;24/7;node/6884773587;2020/03/02
0.0766632;46.6187557002362;Sorégies;Sorégies;ALTERBASE87;FR*S86*PSORE*B048;B048;;86121;0.0766632;46.6187557002362;2;;;type2,typee;Payant;24/7;node/7291710784;2020/03/29
2.2100979;43.2008665005404;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11018*001;;;11018;2.2100979;43.2008665005404;2;;;type2,typee;Payant;24/7;node/7265655205;2020/03/05
2.2286399;42.8030713005306;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11021*002;;;11021;2.2286399;42.8030713005307;2;;;type2,typee;Payant;24/7;node/7266519653;2020/03/05
2.9896786;43.1224325005392;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11024*001;;;11024;2.9896786;43.1224325005392;2;;;type2,typee;Payant;24/7;node/7261508369;2020/03/03
1.7503283;43.1981944005403;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11033*001;;;11033;1.7503283;43.1981944005404;2;;;type2,typee;Payant;24/7;node/5826426768;2020/03/06
2.1117598;43.2437816005409;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11049*002;;;11049;2.1117598;43.2437816005409;2;;;type2,typee;Payant;24/7;node/7226708419;2020/03/05
2.1159596;43.2427903005409;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11049*003;;;11049;2.1159596;43.2427903005409;2;;;type2,typee;Payant;24/7;node/7226708420;2020/03/05
2.3507951;42.8758033005331;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11055*001;;;11055;2.3507951;42.8758033005331;2;;;type2,typee;Payant;24/7;node/7261392275;2020/03/03
2.5601059;43.1855786005402;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11068*001;;;11068;2.5601059;43.1855786005402;2;;;type2,typee;Payant;24/7;node/7266480359;2020/03/05
2.5493429;43.1879230005402;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11068*002;;;11068;2.5493429;43.1879230005402;2;;;type2,typee;Payant;24/7;node/7266496206;2020/03/05
2.3944952;43.2215738005407;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11069*002;;;11069;2.3944952;43.2215738005407;2;;;type2,typee;Payant;24/7;node/7265672061;2020/03/05
2.3943781;43.2216095005407;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11069*003;;;11069;2.3943781;43.2216095005407;2;;;type2,typee;Payant;24/7;node/7265672062;2020/03/05
1.9513111;43.3201929005416;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11076*002;;;11076;1.9513111;43.3201929005416;2;;;type2,typee;Payant;24/7;node/7266499356;2020/03/05
1.9503893;43.3125342005415;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11076*003;;;11076;1.9503893;43.3125342005416;2;;;type2,typee;Payant;24/7;node/7266487198;2020/03/05
2.2486084;43.1038267005388;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11090*001;;;11090;2.2486084;43.1038267005388;2;;;type2,typee;Payant;24/7;node/7266381898;2020/03/05
2.0067717;42.9833134005361;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11091*001;;;11091;2.0067717;42.9833134005361;2;;;type2,typee;Payant;24/7;node/7266496229;2020/03/05
2.2548604;42.9435023005351;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11103*001;;;11103;2.2548604;42.9435023005351;2;;;type2,typee;Payant;24/7;node/5556373648;2020/03/05
3.056366;43.2349007005408;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11106*001;;;11106;3.056366;43.2349007005408;2;;;type2,typee;Payant;24/7;node/7265696412;2020/03/05
2.2861674;43.3701452005419;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11115*001;;;11115;2.2861674;43.3701452005419;2;;;type2,typee;Payant;24/7;node/7266470905;2020/03/05
2.2861741;43.3702128005419;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11115*002;;;11115;2.2861741;43.3702128005419;2;;;type2,typee;Payant;24/7;node/7266470904;2020/03/05
2.9999703;43.2464922005409;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11116*001;;;11116;2.9999703;43.2464922005409;2;;;type2,typee;Payant;24/7;node/7265670668;2020/03/05
2.2160964;42.9351706005348;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11129*001;;;11129;2.2160964;42.9351706005348;2;;;type2,typee;Payant;24/7;node/5556371162;2020/03/05
2.0346793;43.1852532005402;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11136*001;;;11136;2.0346793;43.1852532005402;2;;;type2,typee;Payant;24/7;node/5826434456;2020/03/06
1.9431624;43.2701777005412;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11138*001;;;11138;1.9431624;43.2701777005412;2;;;type2,typee;Payant;24/7;node/7266499314;2020/03/05
3.1346491;43.2274863005407;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11145*001;;;11145;3.1346491;43.2274863005408;2;;;type2,typee;Payant;24/7;node/7265711452;2020/03/05
3.0958609;43.1110564005389;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11170*001;;;11170;3.0958609;43.1110564005389;2;;;type2,typee;Payant;24/7;node/5426866112;2020/03/05
3.0902227;43.1084021005389;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11170*002;;;11170;3.0902227;43.1084021005389;2;;;type2,typee;Payant;24/7;node/7261511002;2020/03/03
3.0889911;43.1048472005388;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11170*003;;;11170;3.0889911;43.1048472005388;2;;;type2,typee;Payant;24/7;node/7261516812;2020/03/03
2.7198941;43.2678727005412;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11172*001;;;11172;2.7198941;43.2678727005412;4;;;type2,typee;Payant;24/7;node/7265697284;2020/03/05
2.0429812;43.2949756005414;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11192*001;;;11192;2.0429812;43.2949756005414;2;;;type2,typee;Payant;24/7;node/7266498112;2020/03/05
2.3810553;43.3326490005417;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11194*001;;;11194;2.3810553;43.3326490005417;2;;;type2,typee;Payant;24/7;node/6779614684;2020/03/05
3.0244464;42.9114685005341;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11202*001;;;11202;3.0244464;42.9114685005342;4;;;type2_combo,type2,chademo;Payant;24/7;node/7261463901;2020/03/03
3.0364405;42.8552719005324;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11202*002;;;11202;3.0364405;42.8552719005324;4;;;type2,typee;Payant;24/7;node/7261490803;2020/03/03
3.0317083;42.9351684005348;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11202*003;;;11202;3.0317083;42.9351684005348;2;;;type2,typee;Payant;24/7;node/7261484370;2020/03/03
2.4126195;43.3423197005417;SYADEN 11;Bouygues Énergies et Services;Révéo;FR*S11*P11205*001;;;11205;2.4126195;43.3423197005417;2;;;type2,typee;Payant;24/7;node/7265680325;2020/03/05
